Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score
2225,Portland State University,0.48,Bachelors,Madison,N/A,0,1,N/A,0,Financial Technology Analyst,12/4,2/10,Fraud Detection Analyst,1/10,7/14,Public Finance Analyst,5/24,10/24,1.22
2226,University of Texas at Dallas,0.66,Masters,Portland,M,0,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.23
2227,Syracuse University,3.29,Bachelors,Boston,F,1,0,0,0,Data Mining Engineer,3/16,4/21,Financial Technology Analyst,12/12,3/17,Financial Forecasting Analyst,12/14,10/15,7.95
2228,Dartmouth College,1.22,Bachelors,Melbourne,M,1,1,0,0,Loan Approval Modeler,6/6,7/10,Credit Default Swap Analyst,4/21,2/22,Quantitative Risk Analyst,11/9,10/18,3.48
2229,North Carolina State University,2.22,Masters,Socorro,N/A,1,0,N/A,3,Asset Liability Management Analyst,8/3,10/3,N/A,N/A,N/A,N/A,N/A,N/A,8.08
2230,Bournemouth University,2.82,Masters,Ruston,N/A,N/A,1,1,2,Financial Data Analyst,4/19,11/21,Customer Experience Analyst,7/17,1/23,N/A,N/A,N/A,3.73
2231,Stevens Institute of Technology,3.03,Bachelors,Guildford,M,0,0,N/A,1,Quantitative Risk Analyst,3/11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.86
2232,De Montfort University,0.87,Bachelors,Bellingham,M,0,1,N/A,3,Actuarial Analyst,10/16,9/18,Customer Experience Analyst,2/5,6/14,N/A,N/A,N/A,3.77
2233,Rensselaer Polytechnic Institute,1.64,Bachelors,Preston,N/A,N/A,1,N/A,0,Customer Lifetime Value Analyst,12/8,12/12,Credit Loss Forecasting Analyst,12/24,12/24,Financial Product Analyst,4/16,1/23,9.86
2234,Rochester Institute of Technology,2.47,Phd,St. Louis,M,N/A,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.23
2235,University of Central Florida,2.29,Phd,San Antonio,M,1,1,1,1,Algorithm Developer,7/19,9/23,International Finance Analyst,3/14,4/24,N/A,N/A,N/A,0.4
2236,Penn State,1.94,Masters,Cambridge,M,1,1,1,3,Equity Research Analyst,2/21,9/23,Corporate Finance Analyst,7/9,8/24,Real Time Transaction Monitoring Analyst,9/22,1/23,1.69
2237,University of Nebraska Lincoln,1.04,Phd,Stanford,M,0,1,1,1,Venture Capital Analyst,12/13,6/17,Revenue Analyst,11/22,1/23,N/A,N/A,N/A,0.55
2238,Marquette University,4.82,Bachelors,Pasadena,M,1,0,0,1,Consumer Insights Analyst,8/17,3/21,Fixed Income Analyst,5/10,5/17,Marketing Data Scientist,8/5,3/24,5.98
2239,Lancaster University,4.77,Masters,Nottingham,M,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.85
2240,Nova Southeastern University,1.71,Masters,Buffalo,F,0,0,1,4,Algorithm Developer,2/5,4/13,N/A,N/A,N/A,N/A,N/A,N/A,1.05
2241,Louisiana State University,0.59,Masters,Houston,F,N/A,0,N/A,3,Algorithmic Investment Strategist,5/5,N/A,Asset Management Analyst,11/10,9/23,N/A,N/A,N/A,4.2
2242,Edinburgh Napier University,0.4,Bachelors,Philadelphia,M,N/A,0,0,3,Liquidity Stress Testing Analyst,5/20,9/23,Regulatory Compliance Analyst,10/10,4/11,Capital Adequacy Modeler,1/13,2/22,3.92
2243,University of Oregon,0.43,Masters,Lincoln,F,0,0,N/A,0,Mutual Fund Analyst,9/12,10/14,Financial Reporting Analyst,12/3,12/23,Robo Advisory Data Scientist,10/3,10/10,6.27
2244,Bangor University,3.5,Bachelors,Worcester,N/A,0,1,1,3,Algorithmic Investment Analyst,6/2,1/13,Banking Operations Data Scientist,7/16,12/18,N/A,N/A,N/A,1.65
2245,Missouri University of Science and Technology,1.3,Bachelors,Boston,N/A,0,0,1,0,Regulatory Reporting Data Scientist,3/9,4/19,Asset Pricing Analyst,9/17,1/18,Econometrician,2/6,9/13,4.05
2246,Georgia Institute of Technology,2.98,Bachelors,Pittsburgh,N/A,1,1,1,4,Regulatory Stress Testing Analyst,5/8,4/11,Operational Risk Modeling Analyst,9/17,2/18,Basel II Analyst,7/13,12/19,1.23
2247,Carnegie Mellon University,4.34,Masters,Brighton,N/A,1,0,0,3,Business Intelligence Analyst,8/9,6/10,Commodity Analyst,8/4,2/13,Model Risk Management Specialist,7/10,10/11,7.9
2248,Colorado State University Fort Collins,2.9,Masters,Orlando,M,1,0,0,4,Financial Data Analyst,9/19,3/20,Quantitative Analyst,9/9,8/14,Customer Experience Analyst,3/2,3/7,2.81
2249,University of Exeter,1.64,Bachelors,Medford,M,0,0,N/A,2,Financial Product Analyst,6/17,12/17,Model Governance Analyst,8/14,7/15,Derivatives Pricing Analyst,7/4,7/13,5.32
2250,University of Florida,4.27,Phd,Durham,F,N/A,0,0,1,Stress Testing Modeler,9/15,1/24,Basel III Implementation Specialist,12/15,7/20,N/A,N/A,N/A,2.34
2251,University of Texas at Dallas,2.46,Bachelors,East Lansing,M,0,0,1,2,Behavioral Analytics Researcher,12/11,1/16,N/A,N/A,N/A,N/A,N/A,N/A,7.12
2252,University of Plymouth,2.48,Phd,Miami,M,0,0,1,2,Banking Fraud Investigator,2/2,11/18,N/A,N/A,N/A,N/A,N/A,N/A,1.72
2253,Birmingham City University,1.59,Phd,Exeter,F,N/A,1,0,0,Business Development Analyst,3/14,12/14,N/A,N/A,N/A,N/A,N/A,N/A,5.98
2254,University of Toledo,2.92,Bachelors,Ithaca,F,N/A,0,N/A,3,Treasury Analyst,12/10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.91
2255,Brandeis University,3.67,Phd,Fairbanks,N/A,1,0,1,0,Operational Risk Modeling Analyst,11/17,3/21,Equity Derivatives Analyst,1/12,11/18,Algorithmic Trade Surveillance Analyst,5/7,11/20,7.92
2256,University of Stirling,1.36,Bachelors,Williamsburg,M,N/A,0,1,3,Regulatory Compliance Analyst,3/4,5/18,N/A,N/A,N/A,N/A,N/A,N/A,5.4
2257,University of Reading,3.83,Phd,Camden,N/A,1,0,N/A,4,Counterparty Credit Risk Analyst,3/16,N/A,Liquidity Stress Testing Analyst,6/18,1/21,Equity Research Analyst,7/14,5/22,8.34
2258,Georgia Institute of Technology,4.6,Masters,Los Angeles,N/A,0,1,0,1,Fixed Income Research Analyst,5/10,4/20,Forensic Accountant,1/17,3/19,N/A,N/A,N/A,2.52
2259,Colorado School of Mines,0.38,Bachelors,Boston,N/A,0,1,0,4,Hedge Fund Quantitative Analyst,7/7,2/16,Data Visualization Specialist,3/23,2/24,Model Development Analyst,3/20,12/22,2.9
2260,University of St Andrews,0.53,Masters,Merced,N/A,0,1,N/A,2,Market Microstructure Analyst,10/17,7/21,Financial Product Analyst,3/7,10/11,N/A,N/A,N/A,5.29
2261,Emory University,1.67,Masters,Los Angeles,N/A,N/A,0,1,3,Algorithmic Investment Analyst,11/13,5/16,Real Time Transaction Monitoring Analyst,8/5,2/22,Portfolio Optimization Analyst,2/13,10/23,5.27
2262,University of Iowa,2.52,Masters,Clemson,N/A,N/A,0,N/A,4,Financial Reporting Analyst,7/15,11/24,N/A,N/A,N/A,N/A,N/A,N/A,6.31
2263,Virginia Polytechnic Institute and State University,0.22,Bachelors,Los Angeles,M,1,0,0,0,Quantitative Model Validator,9/8,1/21,Regulatory Reporting Data Scientist,12/22,4/24,N/A,N/A,N/A,6.35
2264,Glasgow Caledonian University,3.34,Masters,Lincoln,M,1,1,N/A,0,Public Finance Analyst,2/23,8/24,Financial Data Analyst,12/19,5/20,N/A,N/A,N/A,9.29
2265,Iowa State University,3.34,Bachelors,Coleraine,F,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.55
2266,University of Hull,3.54,Phd,Melbourne,N/A,0,0,1,1,Economic Analyst,12/23,8/24,Banking Operations Data Scientist,1/24,11/24,Wealth Management Analyst,1/3,12/9,8.41
2267,Florida Institute of Technology,3.12,Bachelors,Leeds,N/A,1,0,1,4,Investment Analyst,3/10,7/19,N/A,N/A,N/A,N/A,N/A,N/A,7.98
2268,Binghamton University State University of New York,4.04,Masters,New York,N/A,1,1,0,2,Algorithmic Investment Strategist,12/10,1/18,Financial Systems Analyst,1/7,11/12,N/A,N/A,N/A,9.66
2269,University of Essex,3.01,Phd,Buffalo,M,N/A,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.03
2270,University of Arkansas,2.48,Phd,Rochester,M,0,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.09
2271,Cornell University,2.43,Bachelors,Manchester,F,N/A,1,1,4,Financial Engineering Specialist,11/8,11/15,Algorithmic Liquidity Manager,5/16,11/19,Banking Analytics Consultant,10/21,11/22,4.17
2272,University of South Dakota,0.18,Phd,Baltimore,F,N/A,0,1,1,Equity Research Analyst,8/3,N/A,Venture Capital Analyst,3/12,11/18,Regulatory Capital Analyst,9/12,9/23,8.35
2273,University of California Santa Barbara,4.54,Masters,Oxford,M,1,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.14
2274,University of Iowa,2.49,Masters,Daytona Beach,F,0,0,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.09
2275,Florida Institute of Technology,0.45,Masters,Oxford,M,N/A,1,1,3,Regulatory Capital Analyst,1/18,9/18,Credit Risk Data Scientist,5/3,2/24,N/A,N/A,N/A,7.07
2276,University of Rochester,2.89,Masters,Las Cruces,N/A,N/A,1,0,2,Commodity Analyst,9/7,3/18,Real Time Transaction Monitoring Analyst,8/2,2/3,Econometrician,5/12,12/24,3.81
2277,University of Massachusetts,1.92,Bachelors,Pittsburgh,F,1,1,1,0,Quantitative Behavioral Finance Analyst,10/21,N/A,Environmental Social and Governance Analyst,12/17,6/22,Basel III Implementation Specialist,12/7,12/23,7.84
2278,University of St Andrews,0.89,Masters,Huntsville,M,0,1,0,4,Predictive Analytics Manager,9/8,N/A,Credit Loss Forecasting Analyst,12/6,1/9,Banking Technology Consultant,8/18,3/21,7.71
2279,University of Virginia,3.64,Bachelors,Williamsburg,F,0,1,1,0,Algorithmic Trading Developer,12/18,10/21,Anti Money Laundering Specialist,5/7,10/20,Banking Technology Consultant,7/18,11/21,6.27
2280,Auburn University,2.4,Masters,Kent,N/A,0,0,N/A,3,Machine Learning Model Auditor,2/18,2/18,Algorithmic Compliance Officer,1/12,11/22,N/A,N/A,N/A,9.95
2281,University of Strathclyde,1.88,Masters,Salford,M,1,0,N/A,2,Financial Engineering Specialist,2/13,2/22,Forensic Accountant,2/23,8/24,N/A,N/A,N/A,8.94
2282,Columbia University,2.81,Bachelors,Chicago,F,1,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.13
2283,University of Glasgow,1.86,Bachelors,Leicester,F,N/A,0,N/A,1,Risk Analyst,3/11,11/13,N/A,N/A,N/A,N/A,N/A,N/A,8.11
2284,University of Southern California,2.64,Phd,Las Cruces,N/A,0,1,N/A,1,Basel II Analyst,9/20,11/20,N/A,N/A,N/A,N/A,N/A,N/A,7.56
2285,University of California Berkeley,2.04,Masters,Poole,M,1,1,1,3,Economic Analyst,11/13,11/21,Algorithmic Liquidity Manager,6/20,2/24,Hedge Fund Analyst,10/24,11/24,7.96
2286,University of Hull,3.19,Phd,Washington,F,N/A,1,N/A,0,Equity Derivatives Analyst,6/3,4/14,N/A,N/A,N/A,N/A,N/A,N/A,2.65
2287,Emory University,2.62,Bachelors,Stanford,M,1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.58
2288,University of Southampton,2.31,Phd,Las Vegas,N/A,N/A,1,N/A,3,Corporate Finance Analyst,8/3,4/11,Econometrician,9/2,8/8,N/A,N/A,N/A,5.9
2289,University of Missouri St Louis,2.8,Phd,Berkeley,F,0,1,1,1,Fixed Income Research Analyst,12/20,8/21,Liquidity Stress Testing Analyst,3/2,7/6,Investment Risk Analyst,5/14,12/24,8.87
2290,Penn State,3.21,Bachelors,Newark,N/A,1,0,1,2,Product Pricing Analyst,2/24,10/24,Algorithmic Risk Manager,1/14,2/21,Behavioral Analytics Researcher,5/17,5/24,7.75
2291,Yale University,1.61,Masters,Arlington,N/A,1,0,0,3,Market Research Scientist,8/2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.78
2292,University of Washington,2.94,Masters,Chicago,F,0,0,1,0,Real Time Transaction Monitoring Analyst,12/15,6/24,Algorithmic Trading Risk Manager,11/19,9/24,Algorithmic Audit Specialist,7/17,4/24,4.96
2293,Georgetown University,0.34,Phd,Albany,M,0,1,N/A,4,Financial Reporting Data Scientist,12/22,7/24,Capital Markets Data Scientist,9/8,6/11,Financial Forecasting Analyst,7/5,7/14,5.15
2294,University of Rochester,0.08,Masters,Poole,M,1,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.23
2295,Harvard University,3.53,Masters,Edinburgh,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.69
2296,University of Michigan Ann Arbor,1.93,Phd,Madison,M,0,1,N/A,1,Credit Risk Analyst,7/2,9/11,Credit Risk Data Scientist,12/24,12/24,Market Sentiment Analyst,1/7,8/21,6.92
2297,Massachusetts Institute of Technology,2.01,Phd,Lincoln,F,0,0,1,4,Fixed Income Analyst,4/17,11/18,Cost Analyst,3/15,7/22,N/A,N/A,N/A,5.95
2298,Oxford Brookes University,1.1,Phd,Aberystwyth,N/A,N/A,0,1,3,Counterparty Credit Risk Analyst,2/8,10/13,Actuarial Analyst,4/5,9/22,Credit Default Swap Analyst,7/24,10/24,3.15
2299,University of Iowa,1.48,Masters,Binghamton,M,1,0,N/A,0,Quantitative Behavioral Finance Analyst,3/19,1/21,Real Time Transaction Monitoring Analyst,9/2,10/23,Stress Testing Modeler,2/10,1/23,7.67
2300,University of California Irvine,0.44,Phd,Bristol,N/A,0,1,1,0,Data Visualization Specialist,5/5,2/23,Model Development Analyst,1/13,1/24,Budget Analyst,4/19,11/19,0.51
2301,Kingston University,0.98,Phd,Arlington,M,0,0,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.29
2302,EmbryRiddle Aeronautical University,4.52,Masters,Charlottesville,F,N/A,1,1,0,Financial Planning and Analysis Analyst,11/11,5/12,Fixed Income Research Analyst,2/11,2/17,Client Relations Analyst,5/9,6/21,2.11
2303,Michigan State University,1.42,Masters,Bristol,M,0,1,1,4,Credit Default Swap Analyst,7/14,N/A,Treasury Analyst,5/21,11/22,Environmental Social and Governance Analyst,5/23,8/24,1.47
2304,University of Greenwich,0.73,Bachelors,St. Andrews,F,0,1,1,1,Asset Pricing Analyst,1/2,9/11,N/A,N/A,N/A,N/A,N/A,N/A,5.24
2305,University of Wolverhampton,0.26,Phd,Santa Cruz,N/A,1,0,1,4,Budget Analyst,12/3,4/9,Market Research Analyst,3/7,12/23,Client Relations Analyst,6/23,7/24,6.57
2306,De Montfort University,3.14,Bachelors,Roehampton,F,1,0,1,2,Financial Systems Analyst,5/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.44
2307,Harvard University,4.09,Masters,Greenwich,M,0,0,0,0,Fixed Income Research Analyst,3/22,6/24,N/A,N/A,N/A,N/A,N/A,N/A,8.64
2308,University of Delaware,3.6,Masters,Poole,N/A,1,0,0,2,Hedge Fund Analyst,12/23,7/24,N/A,N/A,N/A,N/A,N/A,N/A,0.4
2309,Queen Mary University of London,3.57,Bachelors,Atlanta,M,0,0,0,0,Investment Banking Analyst,6/9,7/12,N/A,N/A,N/A,N/A,N/A,N/A,6.39
2310,Rochester Institute of Technology,2.23,Phd,Newark,F,1,1,N/A,4,Financial Engineering Specialist,11/19,2/22,Corporate Strategy Data Scientist,10/10,1/17,Credit Analyst,4/19,5/23,8.75
2311,University of Glasgow,4.85,Phd,Kensington,M,N/A,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.95
2312,University of Alabama,1.32,Masters,Ithaca,M,N/A,1,0,2,Market Research Scientist,4/11,1/16,Product Pricing Analyst,1/16,12/23,Financial Technology Analyst,4/18,12/19,1.8
2313,University of California Santa Barbara,2.03,Masters,Washington,M,N/A,0,0,3,Alternative Data Researcher,8/17,N/A,Venture Capital Analyst,2/3,12/18,Credit Scoring Specialist,3/17,8/24,6.48
2314,Duke University,0.82,Bachelors,Bath,M,0,1,0,0,Investment Banking Analyst,5/9,6/17,Strategic Planning Analyst,11/12,6/17,Economic Capital Analyst,12/14,11/20,6.2
2315,Portland State University,0.58,Masters,Socorro,F,1,0,0,4,Asset Management Analyst,8/22,10/24,Banking Operations Data Scientist,6/23,11/24,Regulatory Compliance Analyst,1/3,1/23,4.79
2316,Georgia State University,2.32,Bachelors,Tallahassee,N/A,N/A,0,N/A,4,Quantitative Trading Analyst,6/4,N/A,Credit Default Swap Analyst,10/22,4/24,Real Time Transaction Monitoring Analyst,3/16,11/16,3.61
2317,University of Bedfordshire,3.27,Bachelors,Bath,M,1,0,N/A,1,Risk Analyst,5/24,9/24,N/A,N/A,N/A,N/A,N/A,N/A,7.18
2318,Clemson University,1.92,Phd,Bradford,F,1,0,N/A,1,Risk Analyst,7/16,N/A,International Finance Analyst,4/12,5/15,Banking Technology Consultant,4/9,6/11,7.85
2319,University of Massachusetts,1.51,Bachelors,Clemson,N/A,N/A,0,0,4,Algorithmic Trading Developer,2/19,N/A,Algorithmic Liquidity Manager,4/13,8/17,Algorithmic Audit Specialist,6/15,10/20,7.78
2320,George Mason University,2.74,Bachelors,Southampton,M,N/A,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.07
2321,Baylor University,3.28,Masters,Vermillion,N/A,1,1,1,3,Financial Reporting Data Scientist,9/6,7/16,Anti Money Laundering Specialist,12/4,2/22,Quantitative Trading Analyst,1/18,5/21,4.19
2322,Keele University,1.77,Phd,Chicago,N/A,1,0,N/A,4,Algorithmic Trading Risk Manager,9/19,5/24,Banking Fraud Investigator,10/24,12/24,N/A,N/A,N/A,1.1
2323,University of Maryland Baltimore County,2.17,Masters,Lancaster,M,1,1,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.15
2324,Brandeis University,1.42,Phd,Urbana,F,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.51
2325,University of Salford,2.07,Bachelors,Exeter,N/A,0,1,1,4,Product Pricing Analyst,6/24,N/A,Customer Lifetime Value Analyst,7/22,11/24,N/A,N/A,N/A,5.88
2326,Wayne State University,2.95,Bachelors,Southampton,N/A,N/A,1,N/A,1,Operational Risk Modeling Analyst,1/13,7/15,Behavioral Analytics Researcher,11/8,3/19,N/A,N/A,N/A,0.71
2327,Rochester Institute of Technology,3.4,Masters,Greensboro,F,N/A,1,0,0,Investment Analyst,2/9,11/9,Customer Experience Analyst,6/23,7/23,Derivatives Pricing Analyst,5/16,2/21,2.45
2328,Stevens Institute of Technology,3,Masters,Stoke on Trent,F,N/A,1,N/A,3,Credit Risk Analyst,5/8,8/18,High Frequency Trading Strategist,1/12,12/15,Customer Lifetime Value Analyst,5/17,12/19,6.68
2329,University of the West of Scotland,4.36,Phd,Nottingham,N/A,0,0,1,0,Data Visualization Specialist,6/8,9/12,N/A,N/A,N/A,N/A,N/A,N/A,5.74
2330,University of Salford,3.52,Masters,Salford,F,N/A,0,0,2,Credit Risk Data Scientist,10/23,5/24,Portfolio Optimization Analyst,9/7,12/11,N/A,N/A,N/A,4.64
2331,City University of London,2.32,Masters,Boston,M,0,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.09
2332,Wayne State University,1.14,Phd,Brighton,M,0,0,1,3,Strategic Planning Analyst,3/12,1/24,N/A,N/A,N/A,N/A,N/A,N/A,2.15
2333,University of Stirling,2.31,Phd,Minneapolis,F,1,1,1,1,Commercial Banking Analyst,4/12,2/24,N/A,N/A,N/A,N/A,N/A,N/A,3.33
2334,University of Nevada Las Vegas,3.81,Masters,Williamsburg,F,0,0,N/A,1,Banking Operations Data Scientist,11/20,10/24,Marketing Data Scientist,2/23,4/23,Credit Analyst,4/11,12/12,6.41
2335,University of North Florida,2.16,Phd,Buffalo,M,0,1,N/A,4,Customer Segmentation Specialist,9/3,5/4,Real Estate Investment Analyst,7/21,5/24,Financial Reporting Data Scientist,12/14,4/21,1.05
2336,Cornell University,2.53,Phd,Birmingham,M,0,0,1,0,Quantitative Risk Analyst,5/8,11/21,Model Risk Management Specialist,5/11,8/19,Equity Research Analyst,4/4,5/17,8.52
2337,Georgia Institute of Technology,1.38,Masters,Kent,F,1,0,0,1,Capital Markets Data Scientist,12/23,4/24,Real Time Transaction Monitoring Analyst,3/24,8/24,Asset Liability Management Analyst,1/8,3/11,9.05
2338,University of Idaho,3.67,Phd,Birmingham,M,N/A,0,N/A,3,Hedge Fund Quantitative Analyst,9/6,10/18,Derivatives Pricing Analyst,3/12,6/14,Credit Risk Analyst,8/7,3/12,3.66
2339,Clark University,4.79,Phd,Merced,N/A,1,0,1,0,Risk Analyst,2/10,12/24,Data Mining Engineer,1/14,12/21,N/A,N/A,N/A,4.53
2340,Indiana University,2.76,Masters,Kingston,M,0,1,1,4,Insurance Analyst,6/12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.59
2341,Nova Southeastern University,0.9,Phd,Luton,N/A,1,1,N/A,1,Churn Prediction Specialist,12/12,12/15,N/A,N/A,N/A,N/A,N/A,N/A,6.22
2342,University of Surrey,3.07,Bachelors,Arlington,N/A,1,0,1,4,Basel II Analyst,8/7,7/22,Fixed Income Analyst,11/15,3/20,Investment Risk Analyst,7/8,2/15,0.32
2343,Princeton University,1.54,Bachelors,Seattle,M,0,1,1,0,Market Research Analyst,4/22,11/22,Customer Experience Analyst,3/10,2/15,N/A,N/A,N/A,9.03
2344,Oregon Health and Science University,1.09,Bachelors,Brighton,M,1,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.86
2345,Louisiana State University,2.66,Masters,Miami,N/A,0,1,N/A,0,Revenue Analyst,7/9,11/17,Model Governance Analyst,4/19,5/24,Algorithmic Trade Surveillance Analyst,2/12,2/22,4.37
2346,Ulster University,3.73,Phd,Canterbury,F,0,0,N/A,1,Algorithmic Market Analyst,8/16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.32
2347,University of Sussex,1.79,Masters,New York,F,N/A,0,N/A,4,Corporate Finance Analyst,6/24,6/24,Risk Modeling Analyst,1/13,3/23,Sales Analyst,8/19,6/21,2.57
2348,Liverpool John Moores University,2.3,Bachelors,Lincoln,M,0,1,N/A,1,Predictive Analytics Manager,1/13,3/21,Credit Default Swap Analyst,7/4,11/11,Fixed Income Analyst,12/18,11/19,8.7
2349,University of Notre Dame,4.41,Phd,Bloomington,F,0,1,N/A,1,Anti Money Laundering Specialist,4/15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.1
2350,Clemson University,1.4,Masters,Wilmington,N/A,1,0,N/A,1,Private Equity Analyst,6/2,11/7,N/A,N/A,N/A,N/A,N/A,N/A,0.08
2351,University of Massachusetts,0.37,Bachelors,New Brunswick,F,0,0,1,1,Corporate Finance Analyst,2/5,1/6,Market Research Scientist,12/11,12/18,Regulatory Stress Testing Analyst,9/16,2/21,4.35
2352,University of Sussex,1.07,Masters,Atlanta,N/A,0,1,1,2,Portfolio Manager,3/19,4/24,Financial Systems Analyst,2/6,2/8,Basel II Analyst,12/20,4/21,5.15
2353,University of Southern California,1.16,Masters,Newcastle ,M,N/A,1,N/A,3,Financial Econometrics Researcher,5/23,11/23,Quantitative Trading Analyst,3/16,1/21,N/A,N/A,N/A,8.35
2354,University of Texas at Dallas,1.24,Masters,Philadelphia,M,N/A,0,0,0,Public Finance Analyst,3/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.69
2355,Cardiff University,4.93,Phd,Orlando,F,0,0,0,1,Actuarial Analyst,11/4,11/8,N/A,N/A,N/A,N/A,N/A,N/A,5.76
2356,University of Wisconsin Milwaukee,4.51,Bachelors,Milwaukee,F,N/A,0,0,0,Customer Segmentation Specialist,6/10,1/21,N/A,N/A,N/A,N/A,N/A,N/A,7.66
2357,George Mason University,1.88,Phd,Chicago,N/A,N/A,1,0,2,Financial Reporting Analyst,6/13,5/23,N/A,N/A,N/A,N/A,N/A,N/A,0.69
2358,San Diego State University,1.66,Bachelors,Fairfax,M,1,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.74
2359,Imperial College London,2,Bachelors,Arlington,F,N/A,0,N/A,4,International Finance Analyst,11/14,6/19,Securities Analyst,12/4,7/7,Machine Learning Model Validator,10/16,12/24,6.47
2360,Oregon State University,0.23,Masters,Newcastle ,M,1,0,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.44
2361,University of Texas at Arlington,1.64,Masters,Los Angeles,F,0,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.33
2362,Duke University,1.48,Masters,Bristol,M,N/A,0,1,2,Treasury Analyst,12/5,6/13,Credit Risk Data Scientist,2/9,10/18,Algorithmic Market Maker,3/8,4/22,3.98
2363,University of Arizona,0.85,Phd,Uxbridge,N/A,1,1,1,4,Data Mining Engineer,8/6,1/16,Banking Fraud Investigator,3/9,11/10,N/A,N/A,N/A,5.36
2364,Mississippi State University,2.09,Bachelors,Guildford,N/A,0,1,N/A,0,Risk Modeling Analyst,5/7,N/A,Algorithmic Trading Risk Manager,7/23,7/24,High Frequency Trading Strategist,6/17,9/17,0.97
2365,University of Sussex,1.95,Bachelors,Aberdeen,F,0,0,1,4,Private Equity Analyst,4/14,8/15,Machine Learning Engineer,3/20,4/23,N/A,N/A,N/A,5.23
2366,Harvard University,1.65,Phd,Honolulu,N/A,1,1,1,1,Machine Learning Engineer,10/16,N/A,Customer Experience Analyst,7/20,1/23,Capital Markets Data Scientist,4/8,11/17,7.23
2367,Worcester Polytechnic Institute,4.02,Phd,New York,M,0,0,0,2,Mortgage Risk Analyst,4/10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.18
2368,Bournemouth University,4.74,Phd,Atlanta,M,0,0,N/A,3,Financial Econometrics Researcher,1/3,9/5,N/A,N/A,N/A,N/A,N/A,N/A,4.72
2369,University of New Mexico,2.42,Phd,Chicago,M,0,1,1,1,Regulatory Stress Testing Analyst,11/15,1/19,Algorithmic Investment Strategist,7/21,7/23,N/A,N/A,N/A,7.02
2370,University of Virginia,1.32,Masters,New Brunswick,N/A,1,0,N/A,3,Quantitative Behavioral Finance Analyst,10/22,9/24,Corporate Strategy Data Scientist,12/14,1/16,Regulatory Compliance Analyst,10/7,4/10,8.61
2371,Western Washington University,4.71,Bachelors,Socorro,M,N/A,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.76
2372,University of Central Florida,2.81,Masters,Rolla,N/A,1,1,N/A,4,Banking Technology Consultant,2/5,3/19,Private Equity Analyst,12/18,4/22,Capital Adequacy Modeler,1/5,10/16,4.42
2373,Cardiff Metropolitan University,4.69,Bachelors,New Brunswick,F,N/A,0,0,4,Algorithmic Investment Strategist,5/2,N/A,Commercial Banking Analyst,11/3,11/24,Market Research Scientist,1/20,3/24,5.67
